genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
518634.19	Bifidobacterium breve DSM 20213 = JCM 1192	JDUD01000001	PATRIC	CDS	fig|518634.19.peg.1				2	505	-	504		Type I restriction-modification system, specificity subunit S	FIG00000494	PLF_1678_00043137	PGF_04563108			
518634.19	Bifidobacterium breve DSM 20213 = JCM 1192	JDUD01000001	PATRIC	CDS	fig|518634.19.peg.2				495	2003	-	1509		Type I restriction-modification system, DNA-methyltransferase subunit M (EC 2.1.1.72)	FIG00000477	PLF_1678_00002864	PGF_03084064	GO:0009007|site-specific DNA-methyltransferase (adenine-specific) activity	2.1.1.72|Site-specific DNA-methyltransferase (adenine-specific)	
518634.19	Bifidobacterium breve DSM 20213 = JCM 1192	JDUD01000001	PATRIC	CDS	fig|518634.19.peg.3				2029	5148	-	3120		Type I restriction-modification system, restriction subunit R (EC 3.1.21.3)	FIG00016514	PLF_1678_00044627	PGF_00414310	GO:0009035|Type I site-specific deoxyribonuclease activity	3.1.21.3|Type I site-specific deoxyribonuclease	
518634.19	Bifidobacterium breve DSM 20213 = JCM 1192	JDUD01000001	PATRIC	CDS	fig|518634.19.peg.4				5465	5896	+	432		hypothetical protein		PLF_1678_00034321	PGF_04664620			
518634.19	Bifidobacterium breve DSM 20213 = JCM 1192	JDUD01000001	PATRIC	CDS	fig|518634.19.peg.5				5890	6717	-	828		hypothetical protein	FIG00638284	PLF_1678_00003194	PGF_08225224			
518634.19	Bifidobacterium breve DSM 20213 = JCM 1192	JDUD01000001	PATRIC	CDS	fig|518634.19.peg.6				6788	7906	-	1119		ABC transporter, ATP-binding protein (cluster 1, maltose/g3p/polyamine/iron); ABC transporter, ATP-binding protein (cluster 10, nitrate/sulfonate/bicarbonate)	FIG00007514	PLF_1678_00003753	PGF_03097747			
518634.19	Bifidobacterium breve DSM 20213 = JCM 1192	JDUD01000001	PATRIC	CDS	fig|518634.19.peg.7				7903	8829	-	927		hypothetical protein	FIG00007816	PLF_1678_00030628	PGF_00645021			
518634.19	Bifidobacterium breve DSM 20213 = JCM 1192	JDUD01000001	PATRIC	CDS	fig|518634.19.peg.8				8817	9665	-	849		ABC transporter, permease protein 1 (cluster 1, maltose/g3p/polyamine/iron)	FIG00638284	PLF_1678_00007646	PGF_02876233			
518634.19	Bifidobacterium breve DSM 20213 = JCM 1192	JDUD01000001	PATRIC	CDS	fig|518634.19.peg.9				9756	10880	-	1125		ABC transporter, substrate-binding protein (cluster 1, maltose/g3p/polyamine/iron)	FIG00002011	PLF_1678_00008875	PGF_07870324			
518634.19	Bifidobacterium breve DSM 20213 = JCM 1192	JDUD01000001	PATRIC	CDS	fig|518634.19.peg.10				11424	14732	-	3309		Isoleucyl-tRNA synthetase (EC 6.1.1.5)	FIG00000085	PLF_1678_00000060	PGF_05171623	GO:0004822|isoleucine-tRNA ligase activity	6.1.1.5|Isoleucine--tRNA ligase	00970|Aminoacyl-tRNA biosynthesis
518634.19	Bifidobacterium breve DSM 20213 = JCM 1192	JDUD01000001	PATRIC	CDS	fig|518634.19.peg.11				15405	16373	-	969		Ribokinase (EC 2.7.1.15)	FIG00028476	PLF_1678_00001545	PGF_02382389	GO:0004747|ribokinase activity	2.7.1.15|Ribokinase	00030|Pentose phosphate pathway
518634.19	Bifidobacterium breve DSM 20213 = JCM 1192	JDUD01000001	PATRIC	CDS	fig|518634.19.peg.12				16599	18029	-	1431		C4-dicarboxylate transporter	FIG01533159	PLF_1678_00003281	PGF_00414441			
518634.19	Bifidobacterium breve DSM 20213 = JCM 1192	JDUD01000001	PATRIC	CDS	fig|518634.19.peg.13				18131	19051	-	921		Non-specific ribonucleoside hydrolase RihC	FIG00000527	PLF_1678_00044856	PGF_02621603			
