genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
428128.19	[Eubacterium] siraeum DSM 15702	KB907512	PATRIC	repeat_region	fig|428128.19.repeat.1				1	196	+	196		repeat region						
428128.19	[Eubacterium] siraeum DSM 15702	KB907512	PATRIC	CDS	fig|428128.19.peg.1				276	1778	-	1503		Galactose-1-phosphate uridylyltransferase (EC 2.7.7.10)	FIG00623809	PLF_1508657_00005372	PGF_00007119	GO:0017103|UTP:galactose-1-phosphate uridylyltransferase activity	2.7.7.10|UTP--hexose-1-phosphate uridylyltransferase	00052|Galactose metabolism;00520|Amino sugar and nucleotide sugar metabolism
428128.19	[Eubacterium] siraeum DSM 15702	KB907512	PATRIC	CDS	fig|428128.19.peg.2				1817	1972	-	156		hypothetical protein	FIG00638284	PLF_1508657_00007944	PGF_03248148			
428128.19	[Eubacterium] siraeum DSM 15702	KB907512	PATRIC	CDS	fig|428128.19.peg.3				2195	2728	-	534		hypothetical protein	FIG00638284	PLF_1508657_00007945	PGF_03248149			
428128.19	[Eubacterium] siraeum DSM 15702	KB907512	PATRIC	CDS	fig|428128.19.peg.4				2846	3517	-	672		hypothetical protein	FIG00638284	PLF_1508657_00007946	PGF_03248150			
428128.19	[Eubacterium] siraeum DSM 15702	KB907512	PATRIC	CDS	fig|428128.19.peg.5				3851	4327	-	477		hypothetical protein	FIG00528411	PLF_1508657_00013325	PGF_00251445			
428128.19	[Eubacterium] siraeum DSM 15702	KB907512	PATRIC	CDS	fig|428128.19.peg.6				4469	5128	+	660		hypothetical protein	FIG00638284	PLF_1508657_00007947	PGF_06891933			
428128.19	[Eubacterium] siraeum DSM 15702	KB907512	PATRIC	CDS	fig|428128.19.peg.7				5214	5843	-	630		Substrate-specific component RibU of riboflavin ECF transporter	FIG00009156	PLF_1508657_00007430	PGF_03751878			
428128.19	[Eubacterium] siraeum DSM 15702	KB907512	PATRIC	CDS	fig|428128.19.peg.8				6485	8626	+	2142		3'-to-5' exoribonuclease RNase R	FIG00000308	PLF_1508657_00005163	PGF_04962192			
428128.19	[Eubacterium] siraeum DSM 15702	KB907512	PATRIC	CDS	fig|428128.19.peg.9				8645	9208	+	564		Large-conductance mechanosensitive channel	FIG00000518	PLF_1508657_00003452	PGF_01171887			
428128.19	[Eubacterium] siraeum DSM 15702	KB907512	PATRIC	CDS	fig|428128.19.peg.10				9236	9835	+	600		hypothetical protein	FIG00638284	PLF_1508657_00007948	PGF_00875970			
