genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.1	BBBF_0001			1	1590	+	1590		Chromosomal replication initiator protein DnaA	FIG00000441	PLF_1678_00000508	PGF_00876106			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.2	BBBF_0002			2192	3316	+	1125		DNA polymerase III beta subunit (EC 2.7.7.7)	FIG00066425	PLF_1678_00042610	PGF_06473395	GO:0003887|DNA-directed DNA polymerase activity	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.3	BBBF_0003			3404	4717	+	1314		DNA recombination and repair protein RecF	FIG00000412	PLF_1678_00000523	PGF_10387199			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.4	BBBF_0004			4714	5286	+	573		hypothetical protein	FIG00403940	PLF_1678_00004358	PGF_00929614			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.5	BBBF_0005			5437	7599	+	2163		DNA gyrase subunit B (EC 5.99.1.3)	FIG00028203	PLF_1678_00000313	PGF_06703483	GO:0003918|DNA topoisomerase type II (ATP-hydrolyzing) activity	5.99.1.3|DNA topoisomerase (ATP-hydrolyzing)	
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.6	BBBF_0006			7737	10469	+	2733		DNA gyrase subunit A (EC 5.99.1.3)	FIG00000080	PLF_1678_00000163	PGF_03272313	GO:0003918|DNA topoisomerase type II (ATP-hydrolyzing) activity	5.99.1.3|DNA topoisomerase (ATP-hydrolyzing)	
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.7	BBBF_0007			10529	11086	+	558		hypothetical protein	FIG00735262	PLF_1678_00008225	PGF_00718784			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.8	BBBF_0008			11449	11703	-	255		hypothetical protein	FIG01669368	PLF_1678_00007383	PGF_00930838			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.9	BBBF_0009			11729	12265	+	537		hypothetical protein	FIG00638284	PLF_1678_00005578	PGF_00930145			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.10	BBBF_0010			12682	13596	-	915		hypothetical protein	FIG00638284	PLF_1678_00023148	PGF_00922269			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.11	BBBF_0011			13858	15063	-	1206		Transcriptional regulator, LacI family	FIG00024226	PLF_1678_00005900	PGF_09774558			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.12	BBBF_0012			15189	15347	-	159		hypothetical protein		PLF_1678_00036056	PGF_04201468			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.13	BBBF_0013			15355	16506	+	1152		hypothetical protein	FIG00004249	PLF_1678_00007445	PGF_08088039			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.14	BBBF_0014			16555	16752	-	198		hypothetical protein	FIG00638284	PLF_1678_00007528	PGF_00930949			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.15	BBBF_0015			17061	17420	+	360		hypothetical protein	FIG00638284	PLF_1678_00008145	PGF_08225224			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.16	BBBF_0016			17943	19289	-	1347		NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	FIG00129130	PLF_1678_00000412	PGF_00024831	GO:0004354|glutamate dehydrogenase (NADP+) activity	1.4.1.4|Glutamate dehydrogenase (NADP(+))	00250|Alanine, aspartate and glutamate metabolism;00330|Arginine and proline metabolism;00910|Nitrogen metabolism
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.17	BBBF_0017			19393	20100	-	708		hypothetical protein	FIG00621925	PLF_1678_00005913	PGF_00930277			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.18	BBBF_0018			20247	20681	+	435		Large-conductance mechanosensitive channel	FIG00000518	PLF_1678_00001214	PGF_01171887			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.19	BBBF_0019			21056	24553	-	3498		hypothetical protein	FIG00001088	PLF_1678_00007105	PGF_08225224			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	tRNA	fig|500634.6.rna.1	BBBF_tRNA01			24814	24886	-	73		tRNA-Ala						
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	tRNA	fig|500634.6.rna.2	BBBF_tRNA02			24957	25030	-	74		tRNA-Ile						
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.20	BBBF_0020			25061	25192	-	132		hypothetical protein	FIG00638284	PLF_1678_00008285	PGF_00931258			
500634.6	Bifidobacterium bifidum ATCC 29521 = JCM 1255 = DSM 20456	AP012323	PATRIC	CDS	fig|500634.6.peg.21	BBBF_0021			25305	27641	+	2337		beta-glycosyl hydrolase	FIG01452852	PLF_1678_00015296	PGF_06773303			
