genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
565042.3	Bifidobacterium longum subsp. longum JCM 1217	NC_015067	PATRIC	CDS	fig|565042.3.peg.1	BLLJ_0001	VBIBifLon48544_0001	E8MFW9	1	1503	+	1503		Chromosomal replication initiator protein DnaA	FIG00000441	PLF_1678_00000508	PGF_00876106			
565042.3	Bifidobacterium longum subsp. longum JCM 1217	NC_015067	PATRIC	source					1	2385164	+	2385164								
565042.3	Bifidobacterium longum subsp. longum JCM 1217	NC_015067	PATRIC	CDS	fig|565042.3.peg.2	BLLJ_0002	VBIBifLon48544_0002	E8MFX0	2239	3363	+	1125		DNA polymerase III beta subunit (EC 2.7.7.7)	FIG00066425	PLF_1678_00042610	PGF_06473395	GO:0003887|DNA-directed DNA polymerase activity	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
565042.3	Bifidobacterium longum subsp. longum JCM 1217	NC_015067	PATRIC	CDS	fig|565042.3.peg.3	BLLJ_0003	VBIBifLon48544_0003	E8MFX1	3391	4629	+	1239		DNA recombination and repair protein RecF	FIG00000412	PLF_1678_00000523	PGF_10387199			
565042.3	Bifidobacterium longum subsp. longum JCM 1217	NC_015067	PATRIC	CDS	fig|565042.3.peg.4	BLLJ_0004	VBIBifLon48544_0004	E8MFX2	4626	5096	+	471		Zn-ribbon-containing, possibly RNA-binding protein and truncated derivatives	FIG00403940	PLF_1678_00001605	PGF_00067726			
565042.3	Bifidobacterium longum subsp. longum JCM 1217	NC_015067	PATRIC	CDS	fig|565042.3.peg.5	BLLJ_0005	VBIBifLon48544_0005	E8MFX3	5277	7367	+	2091		DNA gyrase subunit B (EC 5.99.1.3)	FIG00028203	PLF_1678_00000313	PGF_06703483	GO:0003918|DNA topoisomerase (ATP-hydrolyzing) activity	5.99.1.3|DNA topoisomerase (ATP-hydrolyzing)	
565042.3	Bifidobacterium longum subsp. longum JCM 1217	NC_015067	PATRIC	CDS	fig|565042.3.peg.6	BLLJ_0006	VBIBifLon48544_0006	E8MFX4	7435	10086	+	2652		DNA gyrase subunit A (EC 5.99.1.3)	FIG00000080	PLF_1678_00000163	PGF_03272313	GO:0003918|DNA topoisomerase (ATP-hydrolyzing) activity	5.99.1.3|DNA topoisomerase (ATP-hydrolyzing)	
565042.3	Bifidobacterium longum subsp. longum JCM 1217	NC_015067	PATRIC	CDS	fig|565042.3.peg.7	BLLJ_0007	VBIBifLon48544_0007	E8MFX5	10156	10722	+	567		FIG187021: hypothetical protein	FIG00735262	PLF_1678_00001398	PGF_00003705			
565042.3	Bifidobacterium longum subsp. longum JCM 1217	NC_015067	PATRIC	CDS	fig|565042.3.peg.8	BLLJ_0008	VBIBifLon48544_0008	E8MFX6	11406	12119	+	714		hypothetical protein	FIG00001074	PLF_1678_00045199	PGF_12913110			
565042.3	Bifidobacterium longum subsp. longum JCM 1217	NC_015067	PATRIC	CDS	fig|565042.3.peg.9	BLLJ_0009	VBIBifLon48544_0009	E8MFX7	12116	13702	+	1587		hypothetical protein	FIG01470745	PLF_1678_00003938	PGF_08225224			
565042.3	Bifidobacterium longum subsp. longum JCM 1217	NC_015067	PATRIC	CDS	fig|565042.3.peg.10	BLLJ_0010	VBIBifLon48544_0010	E8MFX8	14100	15446	-	1347		NADP-specific glutamate dehydrogenase (EC 1.4.1.4)	FIG00129130	PLF_1678_00000412	PGF_00024831	GO:0004354|glutamate dehydrogenase (NADP+) activity	1.4.1.4|Glutamate dehydrogenase (NADP(+))	00250|Alanine, aspartate and glutamate metabolism;00330|Arginine and proline metabolism;00910|Nitrogen metabolism
