genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	rRNA	fig|657318.12.rna.1	EUR_R_33180			43	1581	+	1539	16S	SSU rRNA ## 16S rRNA, small subunit ribosomal RNA						
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	gap	fig|657318.12.gap.1				1594	2577	+	984		undefind gap						
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	rRNA	fig|657318.12.rna.2	EUR_R_33170			2730	5615	+	2886	23S	LSU rRNA ## 23S rRNA, large subunit ribosomal RNA						
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	tRNA	fig|657318.12.rna.4	EUR_T_32720			5647	5720	+	74		tRNA-Asp-GTC						
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	tRNA	fig|657318.12.rna.6	EUR_T_32730			5801	5873	+	73		tRNA-Val-TAC						
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	tRNA	fig|657318.12.rna.8	EUR_T_32740			5899	5971	+	73		tRNA-Thr-TGT						
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	tRNA	fig|657318.12.rna.10	EUR_T_32750			6001	6082	+	82		tRNA-Tyr-GTA						
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	tRNA	fig|657318.12.rna.12	EUR_T_32760			6112	6185	+	74		tRNA-Met-CAT						
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	tRNA	fig|657318.12.rna.14	EUR_T_32770			6205	6277	+	73		tRNA-Phe-GAA						
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	tRNA	fig|657318.12.rna.16	EUR_T_32780			6292	6364	+	73		tRNA-Lys-TTT						
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	repeat_region	fig|657318.12.repeat.1				6519	6620	+	102		repeat region						
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.1	EUR_00100			6729	7286	-	558		hypothetical protein	FIG00638284		PGF_06402782			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.2	EUR_00110			7622	8665	+	1044		Aldose 1-epimerase (EC 5.1.3.3)	FIG00135025		PGF_07410757	GO:0004034|aldose 1-epimerase activity	5.1.3.3|Aldose 1-epimerase	00010|Glycolysis / Gluconeogenesis
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.3	EUR_00120			9005	9169	+	165		hypothetical protein						
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.4	EUR_00130			9271	10206	+	936		Putative D-2-hydroxyacid dehydrogenase	FIG00031250		PGF_00039182			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.5	EUR_00140			10327	12264	+	1938		Phosphoglycerol transferase and related proteins, alkaline phosphatase superfamily	FIG01308794		PGF_05741537			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.6	EUR_00150			12337	14559	+	2223		Phosphoesterase domain of DHH family / Phosphoglycolate phosphatase (EC 3.1.3.18)	FIG01291434		PGF_03065900	GO:0008967|phosphoglycolate phosphatase activity	3.1.3.18|Phosphoglycolate phosphatase	00630|Glyoxylate and dicarboxylate metabolism
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.7	EUR_00160			14578	16542	+	1965		NtrC family Transcriptional regulator, ATPase domain	FIG00006336		PGF_01662939			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.8	EUR_00170			16749	17012	+	264		Phosphotransferase system, phosphocarrier protein HPr	FIG00000809		PGF_08051111			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.9	EUR_00180			17043	18743	+	1701		Phosphoenolpyruvate-protein phosphotransferase of PTS system (EC 2.7.3.9)	FIG00028694		PGF_00033423	GO:0008965|phosphoenolpyruvate-protein phosphotransferase activity	2.7.3.9|Phosphoenolpyruvate--protein phosphotransferase	
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.10	EUR_00190			19000	20418	+	1419		archaeal ATPase, fused to C-terminal DUF234 domain	FIG01275415		PGF_01124892			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.11	EUR_00200			20466	21161	+	696		hypothetical protein	FIG00638284		PGF_08225224			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.12				21213	22340	+	1128		sensory transduction protein kinase	FIG00516451		PGF_12081345			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.13	EUR_00220			22481	23227	+	747		hypothetical protein	FIG01340816		PGF_08225224			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.14	EUR_00230			23217	24605	+	1389		hypothetical protein			PGF_08225224			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.15	EUR_00240			24602	25231	+	630		Efflux ABC transporter, ATP-binding protein	FIG00744535		PGF_00884706			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.16	EUR_00250			25357	26682	+	1326		hypothetical protein	FIG00638284		PGF_01291824			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.17	EUR_00260			26691	27353	+	663		ABC transporter, ATP-binding protein Vex2	FIG00028865		PGF_10566951			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.18	EUR_00270			27343	28611	+	1269		ABC transporter, permease protein	FIG00026595		PGF_00664074			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.19	EUR_00280			28675	29370	+	696		hypothetical protein	FIG00638284		PGF_05725877			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.20				29360	30556	+	1197		Two-component system sensor histidine kinase	FIG00638284		PGF_12841441			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.21	EUR_00300			30613	31059	+	447		hypothetical protein	FIG00638284		PGF_10543511			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.22	EUR_00310			31106	32407	-	1302		Flagellar hook-associated protein FliD	FIG00000668		PGF_06514965			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.23				32850	32999	+	150		LSU ribosomal protein L33p @ LSU ribosomal protein L33p, zinc-dependent	FIG01956152		PGF_06609275			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.24	EUR_00330			33027	33242	+	216		Protein translocase subunit SecE			PGF_00038660			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.25	EUR_00340			33261	33779	+	519		Transcription antitermination protein NusG	FIG00000269		PGF_03174068			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.26	EUR_00350			33794	34219	+	426		LSU ribosomal protein L11p (L12e)	FIG00000182		PGF_07695531			
657318.12	[Eubacterium] rectale DSM 17629	FP929042	PATRIC	CDS	fig|657318.12.peg.27	EUR_00360			34349	35044	+	696		LSU ribosomal protein L1p (L10Ae)	FIG00000264		PGF_00016357			
