genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000001	PATRIC	CDS	fig|411461.20.peg.3269	DORFOR_00001			2	565	+	564		hypothetical protein	FIG00638284	PLF_189330_00001776	PGF_08031579			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000001	PATRIC	CDS	fig|411461.20.peg.3270	DORFOR_00002			855	2093	+	1239		Integrase	FIG01116662	PLF_189330_00001548	PGF_07214360			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000001	PATRIC	CDS	fig|411461.20.peg.3271	DORFOR_00003			2126	2263	+	138		hypothetical protein		PLF_189330_00013670	PGF_06491133			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000001	PATRIC	CDS	fig|411461.20.peg.3272	DORFOR_00004			2400	3263	-	864		Arabinose operon regulatory protein AraC	FIG00002890	PLF_189330_00000344	PGF_10557809			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000001	PATRIC	CDS	fig|411461.20.peg.3273	DORFOR_00005			3464	6502	+	3039		beta-galactosidase (EC 3.2.1.23)	FIG00001548	PLF_189330_00000015	PGF_04836613	GO:0004565|beta-galactosidase activity	3.2.1.23|Beta-galactosidase	00052|Galactose metabolism;00531|Glycosaminoglycan degradation;00600|Sphingolipid metabolism;00604|Glycosphingolipid biosynthesis - ganglio series
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000001	PATRIC	CDS	fig|411461.20.peg.3274	DORFOR_00006			6672	8069	+	1398		Xyloside transporter XynT	FIG00079740	PLF_189330_00000034	PGF_01350985			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000001	PATRIC	CDS	fig|411461.20.peg.3275	DORFOR_00007			8420	9220	+	801		Transcriptional regulator of various polyols utilization, AraC family	FIG00010273	PLF_189330_00000017	PGF_00058821			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000001	PATRIC	CDS	fig|411461.20.peg.3276	DORFOR_00008			9264	9404	+	141		hypothetical protein		PLF_189330_00004232	PGF_01528528			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000001	PATRIC	CDS	fig|411461.20.peg.3277	DORFOR_00009			9469	10251	+	783		Foldase protein PrsA precursor (EC 5.2.1.8)	FIG00049336	PLF_189330_00002194	PGF_00342037	GO:0003755|peptidyl-prolyl cis-trans isomerase activity	5.2.1.8|Peptidylprolyl isomerase	
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000001	PATRIC	CDS	fig|411461.20.peg.3278	DORFOR_00010			10321	11505	-	1185		Inner membrane protein YbiR, putative anion permease	FIG00524042	PLF_189330_00002510	PGF_08036141			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3228				1	111	-	111		hypothetical protein		PLF_189330_00010469	PGF_08225224			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	repeat_region	fig|411461.20.repeat.85				1	140	+	140		repeat region						
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3229	DORFOR_00011			104	502	-	399		hypothetical protein		PLF_189330_00010469	PGF_08225224			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3230	DORFOR_00012			518	1141	-	624		hypothetical protein		PLF_189330_00001822	PGF_01528040			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3231	DORFOR_00013			1142	1324	-	183		hypothetical protein		PLF_189330_00005295	PGF_01529069			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3232	DORFOR_00014			1308	2177	-	870		hypothetical protein	FIG00638284	PLF_189330_00010100	PGF_08225224			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3233	DORFOR_00015			2192	2626	-	435	rusA	Phage protein	FIG01379940	PLF_189330_00003384	PGF_00798325			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3234	DORFOR_00016			2743	3480	-	738		Phage protein	FIG01226522	PLF_189330_00003385	PGF_06910193			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3235	DORFOR_00017			3496	3939	-	444		hypothetical protein	FIG01116698	PLF_189330_00003757	PGF_00329551			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3236	DORFOR_00018			3956	5515	-	1560		Bipolar DNA helicase	FIG00009681	PLF_189330_00005296	PGF_02905875			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3237	DORFOR_00019			5512	6255	-	744		Prophage Lp1 protein 19	FIG01319482	PLF_189330_00005297	PGF_00037703			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3238	DORFOR_00020			6236	7111	-	876		hypothetical protein	FIG00638284	PLF_189330_00005298	PGF_08225224			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3239	DORFOR_00021			7112	7327	-	216		hypothetical protein		PLF_189330_00005299	PGF_00227533			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3240	DORFOR_00022			7382	7591	-	210		hypothetical protein		PLF_189330_00005300	PGF_01529070			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3241	DORFOR_00023			7680	7883	-	204		hypothetical protein		PLF_189330_00003637	PGF_00262967			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3242	DORFOR_00024			7899	8096	-	198		hypothetical protein		PLF_189330_00003638	PGF_01528327			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3243				8233	8322	-	90		hypothetical protein		PLF_189330_00019875	PGF_05480870			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3244	DORFOR_00025			8346	8462	-	117		hypothetical protein		PLF_189330_00005301	PGF_01529071			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3245	DORFOR_00026			8484	8696	-	213		hypothetical protein		PLF_189330_00005302	PGF_01529072			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3246	DORFOR_00027			8713	8883	-	171		hypothetical protein		PLF_189330_00003672	PGF_01528337			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3247	DORFOR_00028			8889	9215	-	327		hypothetical protein		PLF_189330_00005303	PGF_01529073			
411461.20	Dorea formicigenerans ATCC 27755	AAXA02000002	PATRIC	CDS	fig|411461.20.peg.3248	DORFOR_00029			9316	9981	+	666		hypothetical protein		PLF_189330_00003639	PGF_01528328			
