genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
644042.3	Lactobacillus plantarum JDM1	NC_012984	PATRIC	source					1	3197759	+	3197759								
644042.3	Lactobacillus plantarum JDM1	NC_012984	PATRIC	CDS	fig|644042.3.peg.1	JDM1_0001	VBILacPla68346_0001	C6VIH0	43	1368	+	1326	dnaA	Chromosomal replication initiator protein DnaA	FIG00000441	PLF_1578_00000225	PGF_00876106			
644042.3	Lactobacillus plantarum JDM1	NC_012984	PATRIC	CDS	fig|644042.3.peg.2	JDM1_0002	VBILacPla68346_0002	C6VIH1	1546	2685	+	1140	dnaN	DNA polymerase III beta subunit (EC 2.7.7.7)	FIG00066425	PLF_1578_00000274	PGF_06473395	GO:0003887|DNA-directed DNA polymerase activity	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
644042.3	Lactobacillus plantarum JDM1	NC_012984	PATRIC	CDS	fig|644042.3.peg.3	JDM1_0003	VBILacPla68346_0003	C6VIH2	3243	3443	+	201		Uncharacterized S4 RNA-binding-domain protein YbcJ	FIG00002958	PLF_1578_00004768	PGF_06916058			
644042.3	Lactobacillus plantarum JDM1	NC_012984	PATRIC	CDS	fig|644042.3.peg.4	JDM1_0004	VBILacPla68346_0004	C6VIH3	3444	4568	+	1125	recF	DNA recombination and repair protein RecF	FIG00000412	PLF_1578_00165103	PGF_10387199			
644042.3	Lactobacillus plantarum JDM1	NC_012984	PATRIC	CDS	fig|644042.3.peg.5	JDM1_0005	VBILacPla68346_0005	C6VIH4	4565	6511	+	1947	gyrB	DNA gyrase subunit B (EC 5.99.1.3)	FIG00028203	PLF_1578_00000095	PGF_06703483	GO:0003918|DNA topoisomerase (ATP-hydrolyzing) activity	5.99.1.3|DNA topoisomerase (ATP-hydrolyzing)	
644042.3	Lactobacillus plantarum JDM1	NC_012984	PATRIC	CDS	fig|644042.3.peg.6	JDM1_0006	VBILacPla68346_0006	C6VIH5	6676	9237	+	2562	gyrA	DNA gyrase subunit A (EC 5.99.1.3)	FIG00000080	PLF_1578_00000090	PGF_03272313	GO:0003918|DNA topoisomerase (ATP-hydrolyzing) activity	5.99.1.3|DNA topoisomerase (ATP-hydrolyzing)	
644042.3	Lactobacillus plantarum JDM1	NC_012984	PATRIC	CDS	fig|644042.3.peg.7	JDM1_0007	VBILacPla68346_0007	C6VIH6	9859	10158	+	300	rpsF	SSU ribosomal protein S6p	FIG00000170	PLF_1578_00016598	PGF_00049901	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
644042.3	Lactobacillus plantarum JDM1	NC_012984	PATRIC	CDS	fig|644042.3.peg.8	JDM1_0008	VBILacPla68346_0008	C6VIH7	10195	10797	+	603	ssb	Single-stranded DNA-binding protein	FIG00077620	PLF_1578_00021813	PGF_02142873	GO:0003697|single-stranded DNA binding		
644042.3	Lactobacillus plantarum JDM1	NC_012984	PATRIC	CDS	fig|644042.3.peg.9	JDM1_0009	VBILacPla68346_0009	C6VIH8	10836	11072	+	237	rpsR	SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent	FIG00000127	PLF_1578_00000048	PGF_00049858	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
