genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	source					1	55716	+	55716								
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.1	HMPREF1534_00001	VBIBacMas299132_0001		70	2739	+	2670		Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	FIG01260980	PLF_816_00121663	PGF_02755714			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.2	HMPREF1534_00002	VBIBacMas299132_0002		3009	4214	+	1206		Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family		PLF_816_00012802	PGF_04922998			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.3	HMPREF1534_00003	VBIBacMas299132_0003		4487	7477	+	2991		Outer membrane TonB-dependent transporter, utilization system for glycans and polysaccharides (PUL), SusC family	FIG01260980	PLF_816_00009473	PGF_02755714			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.4	HMPREF1534_00004	VBIBacMas299132_0004		7499	9100	+	1602		Cell surface glycan-binding lipoprotein, utilization system for glycans and polysaccharides (PUL), SusD family		PLF_816_00042360	PGF_04922998			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.5	HMPREF1534_00005	VBIBacMas299132_0005		9131	10975	+	1845		hypothetical protein	FIG00638284	PLF_816_00072438	PGF_04047228			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.6	HMPREF1534_00006	VBIBacMas299132_0006		11154	13955	+	2802		hypothetical protein	FIG00638284	PLF_816_00135283	PGF_08225224			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.7	HMPREF1534_00007	VBIBacMas299132_0007		14081	15346	+	1266		Ribosome LSU-associated GTP-binding protein HflX	FIG00000304	PLF_816_00000333	PGF_00007028			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.8	HMPREF1534_00008	VBIBacMas299132_0008		15396	16616	+	1221		Zinc-binding GTPase YciC	FIG00017190	PLF_816_00004476	PGF_00069882			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.9	HMPREF1534_00009	VBIBacMas299132_0009		16712	18622	-	1911		Glutaryl-7-ACA acylase	FIG01324503	PLF_816_00007939	PGF_00008392			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.10	HMPREF1534_00010	VBIBacMas299132_0010		18764	20407	+	1644		Fumarate hydratase class I (EC 4.2.1.2)		PLF_816_00000332	PGF_00006449	GO:0004333|fumarate hydratase activity	4.2.1.2|Fumarate hydratase	00020|Citrate cycle (TCA cycle);00720|Reductive carboxylate cycle (CO2 fixation)
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.11	HMPREF1534_00011	VBIBacMas299132_0011		20509	21909	-	1401		Uncharacterized amino acid permease, GabP family	FIG01345058					
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	pseudogene	fig|1121098.3.pg.1		VBIBacMas299132_pg001		20509	22151	-	1643								
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.12	HMPREF1534_00012	VBIBacMas299132_0012		21906	22151	-	246		Uncharacterized amino acid permease, GabP family	FIG01345058	PLF_816_00001414	PGF_00778630			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.13	HMPREF1534_00013	VBIBacMas299132_0013		22240	23559	-	1320		Efflux transport system, outer membrane factor (OMF) lipoprotein BT_2253	FIG00023427	PLF_816_00042520	PGF_02874553			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.14	HMPREF1534_00014	VBIBacMas299132_0014		23556	26591	-	3036		RND efflux system, inner membrane transporter	FIG00132942	PLF_816_00008895	PGF_05237064			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.15	HMPREF1534_00015	VBIBacMas299132_0015		26611	27726	-	1116		RND efflux system, membrane fusion protein	FIG00001932	PLF_816_00135120	PGF_10509026			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.16	HMPREF1534_00016	VBIBacMas299132_0016		27781	28800	-	1020		Aminopeptidase	FIG01368020	PLF_816_00006672	PGF_00053826			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.17	HMPREF1534_00017	VBIBacMas299132_0017		28814	29746	-	933		Ribosome small subunit biogenesis RbfA-release protein RsgA	FIG00000464	PLF_816_00000517	PGF_00048928			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.18	HMPREF1534_00018	VBIBacMas299132_0018		29756	30316	-	561		Ribosome recycling factor	FIG00000202	PLF_816_00000516	PGF_00048926	GO:0006412|translation		
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.19		VBIBacMas299132_0019		30294	30407	+	114		hypothetical protein		PLF_816_00033099	PGF_07705987			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.20	HMPREF1534_00019	VBIBacMas299132_0020		30549	31064	+	516		Phosphoglycerate mutase family protein	FIG00000979	PLF_816_00134260	PGF_03741671			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.21	HMPREF1534_00020	VBIBacMas299132_0021		31214	31924	-	711		Uridylate kinase (EC 2.7.4.22)	FIG00001819	PLF_816_00000463	PGF_02923127	GO:0033862|UMP kinase activity	2.7.4.22|UMP kinase	00240|Pyrimidine metabolism
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.22	HMPREF1534_00021	VBIBacMas299132_0022		32037	32609	+	573		DNA-3-methyladenine glycosylase (EC 3.2.2.20)	FIG00000673	PLF_816_00001083	PGF_05357708	GO:0008725|DNA-3-methyladenine glycosylase I activity	3.2.2.20|DNA-3-methyladenine glycosylase I	
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.23	HMPREF1534_00022	VBIBacMas299132_0023		32576	33910	-	1335		DNA-damage-inducible protein F	FIG00634291	PLF_816_00000367	PGF_03131321			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.24	HMPREF1534_00023	VBIBacMas299132_0024		33923	34684	-	762		Biotin--protein ligase (EC 6.3.4.9)(EC 6.3.4.10)(EC 6.3.4.11)(EC 6.3.4.15)	FIG00000972	PLF_816_00005191	PGF_02334240	GO:0004079|biotin-[methylmalonyl-CoA-carboxytransferase] ligase activity;GO:0004080|biotin-[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase activity;GO:0004078|biotin-[methylcrotonoyl-CoA-carboxylase] ligase activity;GO:0004077|biotin-[acetyl-CoA-carboxylase] ligase activity	6.3.4.9|Biotin--[methylmalonyl-CoA-carboxytransferase] ligase;6.3.4.10|Biotin--[propionyl-CoA-carboxylase (ATP-hydrolyzing)] ligase;6.3.4.11|Biotin--[methylcrotonoyl-CoA-carboxylase] ligase;6.3.4.15|Biotin--[acetyl-CoA-carboxylase] ligase	00780|Biotin metabolism
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.25	HMPREF1534_00024	VBIBacMas299132_0025		34668	35027	-	360		hypothetical protein	FIG00898591	PLF_816_00008133	PGF_08225224			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.26	HMPREF1534_00025	VBIBacMas299132_0026		35046	35411	-	366		UPF0102 protein YraN	FIG00898174	PLF_816_00006792	PGF_02501663			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.27	HMPREF1534_00026	VBIBacMas299132_0027		35550	35720	+	171		hypothetical protein	FIG01312802	PLF_816_00000759	PGF_02886362			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.28	HMPREF1534_00027	VBIBacMas299132_0028		35729	36163	+	435		tRNA-specific adenosine-34 deaminase (EC 3.5.4.33)	FIG00000291	PLF_816_00000405	PGF_07596127		3.5.4.33|tRNA(adenine(34)) deaminase	
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.29	HMPREF1534_00028	VBIBacMas299132_0029		36185	36472	-	288		hypothetical protein		PLF_816_00005045	PGF_09804815			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.30	HMPREF1534_00029	VBIBacMas299132_0030		36527	37234	-	708		CDP-diacylglycerol--serine O-phosphatidyltransferase (EC 2.7.8.8) @ Archaetidylserine synthase (EC 2.7.8.38)	FIG00000775	PLF_816_00043549	PGF_10426815	GO:0003882|CDP-diacylglycerol-serine O-phosphatidyltransferase activity	2.7.8.8|CDP-diacylglycerol--serine O-phosphatidyltransferase;2.7.8.38|Archaetidylserine synthase	00260|Glycine, serine and threonine metabolism;00564|Glycerophospholipid metabolism
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.31	HMPREF1534_00030	VBIBacMas299132_0031		37244	37957	-	714		Phosphatidylserine decarboxylase (EC 4.1.1.65)	FIG00001264	PLF_816_00000510	PGF_01065911	GO:0004609|phosphatidylserine decarboxylase activity	4.1.1.65|Phosphatidylserine decarboxylase	00564|Glycerophospholipid metabolism
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.32		VBIBacMas299132_0032		37996	38139	-	144		hypothetical protein		PLF_816_00032695	PGF_07547887			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.33	HMPREF1534_00031	VBIBacMas299132_0033		38122	41919	+	3798		DNA polymerase III alpha subunit (EC 2.7.7.7)	FIG00041038	PLF_816_00000107	PGF_10406880	GO:0003887|DNA-directed DNA polymerase activity	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.34	HMPREF1534_00032	VBIBacMas299132_0034		41965	42279	+	315		Thioredoxin	FIG01955919	PLF_816_00120239	PGF_10345259			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.35	HMPREF1534_00033	VBIBacMas299132_0035		42317	42652	+	336		hypothetical protein	FIG01368636	PLF_816_00006588	PGF_02980014			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.36	HMPREF1534_00035	VBIBacMas299132_0036		42797	45091	-	2295		Putative TonB-dependent receptor		PLF_816_00033870	PGF_05380610			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.37	HMPREF1534_00036	VBIBacMas299132_0037		45245	46135	-	891		hypothetical protein		PLF_816_00031625	PGF_00863270			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.38	HMPREF1534_00037	VBIBacMas299132_0038		46132	46347	-	216		hypothetical protein	FIG01395333	PLF_816_00008194	PGF_00895831			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.39	HMPREF1534_00038	VBIBacMas299132_0039		46621	47046	-	426		tRNA threonylcarbamoyladenosine biosynthesis protein TsaE	FIG00000228	PLF_816_00000398	PGF_03753407			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.40	HMPREF1534_00039	VBIBacMas299132_0040		47076	47900	-	825		Zinc ABC transporter, permease protein ZnuB	FIG00005113	PLF_816_00000355	PGF_04150742			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.41	HMPREF1534_00040	VBIBacMas299132_0041		47953	48372	-	420		hypothetical protein	FIG00935912	PLF_816_00006124	PGF_08225224			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.42	HMPREF1534_00041	VBIBacMas299132_0042		48377	49603	-	1227		3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19)	FIG00075970	PLF_816_00000189	PGF_07844318	GO:0003866|3-phosphoshikimate 1-carboxyvinyltransferase activity	2.5.1.19|3-phosphoshikimate 1-carboxyvinyltransferase	00400|Phenylalanine, tyrosine and tryptophan biosynthesis
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.43		VBIBacMas299132_0043		49671	49817	+	147		hypothetical protein		PLF_816_00032666	PGF_07681422			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.44	HMPREF1534_00042	VBIBacMas299132_0044		49807	50859	-	1053		Fructose-bisphosphate aldolase class I (EC 4.1.2.13)	FIG01262685	PLF_816_00000084	PGF_00006390	GO:0004332|fructose-bisphosphate aldolase activity	4.1.2.13|Fructose-bisphosphate aldolase	00010|Glycolysis / Gluconeogenesis;00030|Pentose phosphate pathway;00051|Fructose and mannose metabolism;00680|Methane metabolism;00710|Carbon fixation in photosynthetic organisms
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.45	HMPREF1534_00043	VBIBacMas299132_0045		50884	51630	-	747		Phosphoglycerate mutase (EC 5.4.2.11)	FIG00005840	PLF_816_00000048	PGF_02703381		5.4.2.11|Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent)	
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.46	HMPREF1534_00044	VBIBacMas299132_0046		51753	52820	-	1068		DNA polymerase IV (EC 2.7.7.7)	FIG00023943	PLF_816_00000486	PGF_03787622	GO:0003887|DNA-directed DNA polymerase activity	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.47	HMPREF1534_00045	VBIBacMas299132_0047		52988	54475	-	1488		alpha-L-fucosidase (EC 3.2.1.51)	FIG00038920	PLF_816_00043218	PGF_00046386	GO:0004560|alpha-L-fucosidase activity	3.2.1.51|Alpha-L-fucosidase	
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.48	HMPREF1534_00046	VBIBacMas299132_0048		54555	55061	-	507		hypothetical protein		PLF_816_00028323	PGF_08096577			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000001	PATRIC	CDS	fig|1121098.3.peg.49	HMPREF1534_00047	VBIBacMas299132_0049		55159	55335	-	177		hypothetical protein		PLF_816_00032470	PGF_00864016			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000002	PATRIC	source					1	146638	+	146638								
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000002	PATRIC	tRNA	fig|1121098.3.rna.1	HMPREF1534_00049	VBIBacMas299132_r001		363	437	-	75		tRNA-Pro-GGG						
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000002	PATRIC	CDS	fig|1121098.3.peg.50	HMPREF1534_00050	VBIBacMas299132_0050		572	1627	-	1056		3-dehydroquinate synthase (EC 4.2.3.4)	FIG00000224	PLF_816_00044928	PGF_00417658	GO:0003856|3-dehydroquinate synthase activity	4.2.3.4|3-dehydroquinate synthase	00400|Phenylalanine, tyrosine and tryptophan biosynthesis
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000002	PATRIC	CDS	fig|1121098.3.peg.51	HMPREF1534_00051	VBIBacMas299132_0051		1724	2128	+	405		hypothetical protein	FIG01390984	PLF_816_00008558	PGF_08139405			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000002	PATRIC	CDS	fig|1121098.3.peg.52	HMPREF1534_00052	VBIBacMas299132_0052		2209	5109	+	2901		Putative TonB-dependent receptor	FIG01357596	PLF_816_00001027	PGF_05380610			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000002	PATRIC	CDS	fig|1121098.3.peg.53	HMPREF1534_00053	VBIBacMas299132_0053		5196	6632	+	1437		Cardiolipin synthase, bacterial type ClsA	FIG00052605	PLF_816_00123984	PGF_10482116			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000002	PATRIC	CDS	fig|1121098.3.peg.54	HMPREF1534_00054	VBIBacMas299132_0054		6604	7119	-	516		16S rRNA (guanine(966)-N(2))-methyltransferase (EC 2.1.1.171)		PLF_816_00000466	PGF_07133621	GO:0052913|16S rRNA (guanine(966)-N(2))-methyltransferase activity	2.1.1.171|16S rRNA (guanine(966)-N(2))-methyltransferase	
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000002	PATRIC	CDS	fig|1121098.3.peg.55	HMPREF1534_00055	VBIBacMas299132_0055		7152	7970	-	819		FIG032012: hypothetical protein	FIG00403610	PLF_816_00007933	PGF_03723964			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000002	PATRIC	CDS	fig|1121098.3.peg.56	HMPREF1534_00056	VBIBacMas299132_0056		7973	8659	-	687		FIG036016: hypothetical protein	FIG00404298	PLF_816_00007934	PGF_02734809			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000002	PATRIC	CDS	fig|1121098.3.peg.57	HMPREF1534_00057	VBIBacMas299132_0057		8757	10175	+	1419		RecD-like DNA helicase Atu2026	FIG00131476	PLF_816_00000907	PGF_00047093			
1121098.3	Bacteroides massiliensis B84634 = Timone 84634 = DSM 17679 = JCM 13223 [PRJNA201686]	AQHY01000002	PATRIC	CDS	fig|1121098.3.peg.58	HMPREF1534_00058	VBIBacMas299132_0058		10304	12283	-	1980		hypothetical protein		PLF_816_00026239	PGF_08225224			
