genome_id	genome_name	accession	annotation	feature_type	patric_id	refseq_locus_tag	alt_locus_tag	uniprotkb_accession	start	end	strand	na_length	gene	product	figfam_id	plfam_id	pgfam_id	go	ec	pathway
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.1				1	1350	+	1350		Chromosomal replication initiator protein DnaA	FIG00000441	PLF_1578_00000225	PGF_00876106			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	source					1	2924929	+	2924929								
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	pseudogene	fig|219334.4.pg.1				1358	2663	+	1306			FIG00066425					
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.2				1524	2663	+	1140		DNA polymerase III beta subunit (EC 2.7.7.7)	FIG00066425	PLF_1578_00000274	PGF_06473395	GO:0003887|DNA-directed DNA polymerase activity	2.7.7.7|DNA-directed DNA polymerase	00230|Purine metabolism;00240|Pyrimidine metabolism
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.3				3383	3595	+	213		Uncharacterized S4 RNA-binding-domain protein YbcJ	FIG00002958	PLF_1578_00001799	PGF_06916058			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.4				3592	4710	+	1119		DNA recombination and repair protein RecF	FIG00000412	PLF_1578_00183151	PGF_10387199			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.5				4752	6713	+	1962		DNA gyrase subunit B (EC 5.99.1.3)	FIG00028203	PLF_1578_00000095	PGF_06703483	GO:0003918|DNA topoisomerase type II (ATP-hydrolyzing) activity	5.99.1.3|DNA topoisomerase (ATP-hydrolyzing)	
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.6				6779	9403	+	2625		DNA gyrase subunit A (EC 5.99.1.3)	FIG00000080	PLF_1578_00000090	PGF_03272313	GO:0003918|DNA topoisomerase type II (ATP-hydrolyzing) activity	5.99.1.3|DNA topoisomerase (ATP-hydrolyzing)	
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.7				9575	9889	+	315		Single-stranded DNA-binding protein	FIG00077620	PLF_1578_00000875	PGF_02142873	GO:0003697|single-stranded DNA binding		
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.8				10080	10376	+	297		SSU ribosomal protein S6p	FIG00000170	PLF_1578_00001962	PGF_00049901	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.9				10406	10999	+	594		Single-stranded DNA-binding protein	FIG00077620	PLF_1578_00000167	PGF_02142873	GO:0003697|single-stranded DNA binding		
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.10				11089	11325	+	237		SSU ribosomal protein S18p @ SSU ribosomal protein S18p, zinc-independent	FIG00000127	PLF_1578_00000048	PGF_00049858	GO:0003735|structural constituent of ribosome;GO:0005622|intracellular;GO:0005840|ribosome;GO:0006412|translation		
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.11				11405	11911	-	507		ThiJ/PfpI family protein YhbO	FIG00015923	PLF_1578_00005869	PGF_00007481			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.12				12135	12263	+	129		hypothetical protein		PLF_1578_00045082	PGF_02028207			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.13				12269	13747	+	1479		Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-) / Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	FIG00096593	PLF_1578_00001791	PGF_02042570	GO:0008827|cytochrome o ubiquinol oxidase activity;GO:0008827|cytochrome bo3 ubiquinol oxidase activity	1.10.3.-|With oxygen as acceptor	00965|Betalain biosynthesis
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	pseudogene	fig|219334.4.pg.2				12269	14759	+	2491			FIG00096593					
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.14				13740	14759	+	1020		Cytochrome d ubiquinol oxidase subunit I (EC 1.10.3.-) / Cytochrome d ubiquinol oxidase subunit II (EC 1.10.3.-)	FIG00000390	PLF_1578_00006827	PGF_00378312	GO:0008827|cytochrome o ubiquinol oxidase activity;GO:0008827|cytochrome bo3 ubiquinol oxidase activity	1.10.3.-|With oxygen as acceptor	00965|Betalain biosynthesis
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.15				14902	15096	+	195		hypothetical protein	FIG00743549	PLF_1578_00002281	PGF_02013033			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.16				15537	16670	+	1134		hypothetical protein	FIG01306568	PLF_1578_00139003	PGF_08225224			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.17				16891	17592	+	702		ABC transporter, ATP-binding protein	FIG00744535	PLF_1578_00071516	PGF_10425579			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	pseudogene	fig|219334.4.pg.3				17593	20176	+	2584								
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.18				17602	17838	+	237		ABC transporter, FliJ domain and fused permease subunit	FIG01288623	PLF_1578_00013316	PGF_00402750			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.19				17906	20176	+	2271		ABC transporter, FliJ domain and fused permease subunit	FIG01288623	PLF_1578_00013316	PGF_00402750			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.20				20379	21635	+	1257		Secreted antigen GbpB/SagA/PcsB, putative peptidoglycan hydrolase	FIG00743122	PLF_1578_00001281	PGF_00050107			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.21				21830	22939	-	1110		hypothetical protein	FIG01640780	PLF_1578_00005560	PGF_02036285			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.22				22959	24032	-	1074		hypothetical protein	FIG00745443	PLF_1578_00072898	PGF_00215053			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.23				24941	25066	-	126		hypothetical protein		PLF_1578_00040072	PGF_02023696			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.24				25324	26457	-	1134		hypothetical protein	FIG01306568	PLF_1578_00139003	PGF_08225224			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.25				26563	27114	+	552		Transcriptional regulator, AcrR family	FIG01312420	PLF_1578_00001844	PGF_07182652			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.26				27139	27945	+	807		Predicted hydrolase	FIG00629467	PLF_1578_00001016	PGF_01016469			
219334.4	Lactobacillus casei subsp. casei ATCC 393	AP012544	PATRIC	CDS	fig|219334.4.peg.27				27954	28274	+	321		hypothetical protein		PLF_1578_00018550	PGF_02016179			
